,label,full_m_text
4007,misinformation,"Nach Schätzungen der Behörden kamen am Samstag rund 38.000 Menschen in Berlin zusammen, um gegen die Corona-Maßnahmen zu demonstrieren.  https://t.co/TYwfXA9val"
1375,misinformation,"Report: Wisconsin Election Clerks May Have Illegally Altered Thousands of Ballots
 https://t.co/BkDGqDEw21"
4031,misinformation,"The growing evidence that the Covid-19 vaccines can reduce transmission, explained  via @voxdotcom 
Good article about the impact of vaccination on transmission https://t.co/Y0UoUyiAHP"
1430,misinformation,"A video from the International Security Exhibition held in the UAE last year is circulating on social media as 'the King of Bahrain arrives in Dubai with his robot bodyguard'. #AltNewsFactCheck | @Priyankajha0 

 https://t.co/Dx0ZdxqXVg"
3313,misinformation,"❌ @TeoGarciaEgea: “Sánchez dijo que iba a vacunar al 70% de la población antes del verano. Nos hubiéramos alegrado si lo hubiera cumplido porque habría sido muy bueno para España, pero lamentablemente ha vuelto a fallar a los españoles”.

#JuntosPPorLeón  https://t.co/P5XFoAcuL2"
1587,misinformation,"#WebQoof | A video shared on social media which shows people watching a rocket crashing down is being shared with the false claim that it shows a Chinese satellite falling into the Indian Ocean. Read our fact-check here.

 https://t.co/Zd2DRVglDC"
80,misinformation,Informação que aponta que @gilmarmendes mandou apagar conta de Carlos Bolsonaro de redes sociais por causa de hashtag #ImpeachmantGilmarMendes é falsa e foi negada pelo @TwitterBrasil. Entenda  https://t.co/XhaDNUcxLr
517,misinformation,"Ricapitolando, Pzifer ha creato il vaccino stabile al 90%, nel frattempo mesi fa la Bill Gates foundation entra nella società della casa farmaceutica stessa, Bill Gates finanzia la campagna elettorale di Biden, Biden ""vince"" e 24 ore dopo la proclamazione, l'annuncio del vaccino.  https://t.co/93cfbVBVNn"
2622,misinformation,"صاعقة تضرب الماء 
 ضرب البرق قناة نهرية  في ولاية مونتانا الأمريكية  بقوة عظيمة كانت الكاميرا الأمنية في المكان المناسب  لالتقاط هذا الحدث المذهل من البداية إلى النهاية  https://t.co/VY6sTOhCEE"
2270,misinformation,"Boletim de fake news - 09/03, 23h 
Novas
- Rodrigo Maia candidato presidente 2022 - 
- CNN Brasil derrubar Bolsonaro - 
- Argentina expropriar terras - 
- Marilena Chauí bêbada vídeo -  https://t.co/AafHsFctD7 https://t.co/Wt4LuVHgSX https://t.co/WM7UURh19W https://t.co/CWiaDRd7nA"
2440,misinformation,"ONU convida Lula para discursar, após fiasco de Bolsonaro  https://t.co/iuGxWjrEjI"
1198,misinformation,Update: Paul Pogba says he is taking legal action after dismissing reports he quit France national team  https://t.co/aB4Gic8d8R
4736,misinformation,"Cuba: Le centre de coordination de l'essai clinique Soberana 01 du vaccin cubain contre Covid-19, Finlay-FR-1, a rapporté ce mercredi que 48 heures après la vaccination des 20 premiers volontaires, aucun effet indésirable n'a été enregistré.  https://t.co/7esQnRU1n7"
484,misinformation,"🇩🇪~17,000 anti-vaxxers, anti-science, far-right &amp; neo-Nazi organizations attend a protest against #coronavirus restrictions in #Berlin &amp; defy #publichealth precautions. Let's see what happens to #Germany's #COVID19 case counts in the next 2-3 weeks.  https://t.co/TD5xIoT5sV"
4570,misinformation,"Acusado de ser lento, ritmo de vacinação do Brasil supera o alemão

Brasil chegou a 11% da população imunizada em 138 dias contra os 140 necessários na Alemanha.
 https://t.co/uZ91T5LAkL"
1593,misinformation,US Census Bureau Confirms HUGE CONFLICT in Total Number of Voters in 2020 Election  https://t.co/jVdnyUp8E4
3627,misinformation,Boire du champagne ne permet pas de lutter contre la démence   https://t.co/f3RGPRpgkm https://t.co/ZQNg1d6ZOV
4346,misinformation,"एक तस्वीर शेयर करते हुए कहा जा रहा है कि कांग्रेस कार्यकर्ता मिया खलीफ़ा के पोस्टर को केक खिला रहे हैं. असली तस्वीर 2007 में राहुल गांधी के जन्मदिन पर ली गयी थी. वायरल तस्वीर में राहुल गांधी की जगह मिया खलीफ़ा की तस्वीर लगा दी गयी. | @Pooja_Chaudhuri 
 https://t.co/Uk1cK5LT5C"
2802,misinformation,"Old, unrelated videos of violence from across the country have been stitched together to claim Hindus are 'retaliating' in West Bengal. There's been an organised attempt to give the post-poll violence a communal spin. | @aqib_starlin @Pooja_Chaudhuri
 https://t.co/TVedwW3e9N"
4315,misinformation,"Picture from worlds largest protest, Singhu border, Delhi. 

#FarmersProtest
#WorldSupportIndianFarmers  https://t.co/wFV0LeKvac"
3101,misinformation,"this is a secondary school in Malawi and it's made from wood and straw bales, designed by Nuru Karim and co. 

It is such a beautiful example of what African architecture should look like. ❤️  https://t.co/YyWlRzzoSK"
3090,misinformation,"💬 Les ""OGM ne sont pas autorisés"" en UE, a dit @Elisabeth_Borne interrogée sur l'idée d'un embargo sur le soja transgénique du Brésil
❌ La procédure d'autorisation est stricte mais l'Espagne cultive du maïs transgénique, la France importe du soja OGM 
 https://t.co/F9j7nZEt0i"
2725,misinformation,"""7 countries named in my EO are same as those listed by Obama Administration as sources of terror"" - POTUS Trump.  https://t.co/Up3iObjCsa"
3584,misinformation,Don't Be Fooled by Leftists Sharing This Fake Photo of Evangelicals Praying Over A Golden Trump Statue  https://t.co/c8VCdoKivd
322,misinformation,"Putin on Skripal ""He is a spy. A traitor to his homeland. There is such a thing — a traitor to one's homeland. He is one of them. He is a scumbag. That's all there is to it.""  https://t.co/p6EfmaH7EU"
4343,misinformation,"एक तस्वीर शेयर करते हुए कहा जा रहा है कि कांग्रेस कार्यकर्ता मिया खलीफ़ा के पोस्टर को केक खिला रहे हैं. असली तस्वीर 2007 में राहुल गांधी के जन्मदिन पर ली गयी थी. इसमें राहुल गांधी की जगह मिया खलीफ़ा की तस्वीर लगा दी गयी. | @Pooja_Chaudhuri
 https://t.co/IY4QCI6AaV"
4412,misinformation,"A set of photos of a child with severe injury marks on his body are being shared with the false claim that it shows injuries suffered by a minor #Muslim boy from Ghaziabad, #UttarPradesh, who was thrashed for allegedly entering a temple to drink water.

 https://t.co/Zgujtepcmg"
1068,misinformation,"Assintomáticos transmitem o novo coronavírus, afirma OMS #RecordNews  https://t.co/3Ddcappdf8"
309,misinformation,"🔻
#Putin: we would like to once again address the #US with a suggestion to agree on a comprehensive program of practical measures to reboot our relations in the field of security in the use of information and communication technologies
🔻
 👈#CyberSecurity  https://t.co/OwoKdVptyb https://t.co/VQIh6XEVM9"
424,misinformation,Google y Apple eliminan ‘Palestina’ de mapas causando protestas | Últimas Noticias  @simangeo @PelaoIsa @psicosocialite @ZablahMimi @pradopicon @LivePalestina @mayanaro21 @rafaelasf7 @princesaastrid @Triangulacion https://t.co/x9IMbRalGH
497,misinformation,"💉
La Merck ammette l’inoculazione del cancro attraverso i vaccini✔  https://t.co/iBwfZ0l5jE"
4350,misinformation,"O filósofo francês Voltaire disse esta frase?
 
🗨️ ""Se quiser saber quem controla você, é só observar a quem você não pode criticar""
 
❌ Não. A citação original provém de um ensaio de 1993, escrito por um negacionista do Holocausto #AFP 
 
Veja:   https://t.co/QWVXvQ2uvo https://t.co/Q0RamU90GM"
2423,misinformation,"ONU convida Lula para discursar, após fiasco de Bolsonaro  https://t.co/YL5nijeAjQ"
407,misinformation,"A brutal review of the Trudeau years, not surprisingly from a foreign media outlet, that can’t be bribed with taxpayers dollars #TrudeauCorruption #cdnpoli  https://t.co/E7iFIFXeQa"
4392,misinformation,"There is a link between #AstraZeneca's #COVID19 vaccine and very rare blood clots in the brain but the possible causes are still unknown, a senior EMA official said.

 https://t.co/oAKt7DRpJX"
2740,misinformation,"TOTAL OBFUSCATION:  There’s a $2 trillion tax cut last year. Did you feel it? Did you get anything from it?"" he asked the crowd. ""Of course not. Of course not. All of it went to folks at the top and corporations that pay no taxes. ""  https://t.co/xvqEhIR360"
2969,misinformation,"Carrefour de Porto Alegre, decide fechar as portas e demitir todos seus funcionários pela insegurança causada pelos ""Protestos"" da esquerda liderados pela Maconhela. 

Parabéns Maconhela, já está fazendo um ótimo desserviço. Destruindo a cidade antes do Barroso te eleger.  https://t.co/M7tNAWy1nl"
2318,misinformation,"Shocker: Lisbon court rules that only 0.9% of ‘verified cases’ attributed to COVID in Portugal actually died of it: 152 deaths, not 17,000, according to the court   b https://t.co/2qTaA8G1Wn"
1867,misinformation,"Polisen instruerade och släppte in demonstranterna i Kapitolium visar nysläppt video. 

#svpol https://t.co/GfxVaUWemH"
710,misinformation,"Ministère israélien de la santé : Le vaccin Pfizer a tué “environ 40 fois plus de personnes âgées que la maladie elle-même n’en aurait tué”.
 https://t.co/W2YUqtkrGB"
2015,factual,"#فيديو
لقطات من الجو لـ 369 سفينة تنتظر عبور #قناة_السويس

#السفينة_الجانحة  https://t.co/drPUOc0gpF"
4187,misinformation,E o messi que ganha 530 milhões por ano e contrata o Mickey da cracolândia falsificado pro aniversário do filho e você aí vendendo até a mãe pra pagar de rica no aniversário  https://t.co/ANLAcv8pU0
3289,misinformation,Cette photo virale d'une fille tenant un koala dans les bras est-elle authentique?   https://t.co/i1bZRJMM7a https://t.co/JqeG8KhLOJ
2506,misinformation,Iranian Vice President says western outrage at America's killing of Qassem Soleimani shows it was a 'serious miscalculation'  https://t.co/AfNaDrkEEn
1823,misinformation,"Voter Fraud in Michigan – Massive Dump of Over 200,000 Ballots for Biden All the Sudden Appear Overnight via @gatewaypundit  https://t.co/bAM3ow9grl"
1155,misinformation,"Manchester United's #Muslim player Paul #Pogba has quit the French #national football #team over President Emmanuel #Macron's #anti-#Islamic #discourses, according to the latest reports released by the international media outlets on Monday.  https://t.co/uBW7e1opfh"
279,misinformation,"Hj ,motoqueiros🏍🛵 saindo de Porto Velho/RO p ver Bolsonaro,,,,inauguração da Ponte do Abunã que liga o estado do Acre🛣🛤🚨 #ChoraEsquerdalhas 😭😭
👉#NaoTemPraNinguemBolsonaro202  https://t.co/YRriqQLXRx"
1634,misinformation,Pants on Fire: Trump claim that Cruz never denied his father photographed with Lee Harvey Oswald  https://t.co/Ako3pECKTd
4009,misinformation,"#MeTwo in #BadHersfeld: Drei Männer attackieren Bundeswehrsoldaten und beleidigen ihn als ""Nazi"" und ""Hurensohn"".

  https://t.co/a7uiufwF4A"
1940,misinformation,"#مساء_الخير
خبر يثلج الصدر:

إقليم كتالونيا الأسباني يُقرر تعليم الديانة الإسلامية كمادة أساسية فى المدارس العامة مع بدء العام الدراسي 2020/2021
بعد ارتفاع عدد التلاميذ المسلمين في البلاد وتزايد المطالب من الجمعيات الإسلامية

يارب لك الحمد
اللهم اعز الاسلام والمسلمين في
كل مكان🙏  https://t.co/WLy1nAJ7Kd"
2400,misinformation,"Parlamento ignora referendo popular e aprova lei. Texto nem exige que seja um médico a realizar o ""procedimento""

 https://t.co/Xusgqth7UT"
2694,misinformation,"Non, @F3Aquitaine n’a pas censuré une journaliste en direct lors d’un blocage des ""gilets jaunes"" 

  https://t.co/0qnBDLIsM9 https://t.co/8UNTE7SJBx"
3737,misinformation,Qué se sabe de la enfermera de EE UU que se ha desmayado tras recibir la vacuna de Pfizer contra la Covid  https://t.co/AQIwumIwtk
29,misinformation,"Trump: #OMS admitió que yo tenía razón, las cuarentenas están matando países  https://t.co/K0T7VMmAPc"
1911,misinformation,"نشرت سائحة دنماركية صورة حديثة للطفل الذي وجدته سابقًا في ""نيجيريا"" وقد تم التخلي عنه حينها بحجة أنه ""مسحور"" حيث تبنته للعلاج. اختر الحب .. أنقذ طفلاً (ما كتبته على التي شيرت)
#فكرصح  https://t.co/MqZdT0foTT"
4441,misinformation,"कई लोगों ने एक तस्वीर शेयर की जिसमें रिक्शा पर शव रखकर ले जाया जा रहा है. ये तस्वीर 4 साल पुरानी है लेकिन पिछले कुछ दिनों में इससे मिलते-जुलते कई दृश्य देखे गये हैं जहां परिजनों को कोरोना मरीज़ को हॉस्पिटल तक ले जाने में जद्दोजहद करनी पड़ी है. | @akhmxt 
 https://t.co/R0PyA0HMiq"
4333,factual,Extremely rare yellow turtle spotted in India  https://t.co/9dM8ehyC4s
3992,misinformation,"Cremation of dead bodies in India as Covid Tsunami is engulfing the country.

Powerful visuals by @shahidtantray  https://t.co/8FVuKBXlXN"
4581,misinformation,É #FAKE que o termo 'Black Friday' surgiu em alusão a liquidação de escravos   https://t.co/qiEe05Nrlr https://t.co/oTpbbrPN8K
4740,misinformation,"Did Amanatullah Khan Say ‘We Will Become Sharia’? No, Listen Again  https://t.co/j5jAqN6wC8"
420,misinformation,Google y Apple eliminan ‘Palestina’ de mapas causando protestas | Últimas Noticias  @simangeo @PelaoIsa @psicosocialite @ZablahMimi @pradopicon @LivePalestina @mayanaro21 @rafaelasf7 @princesaastrid @Triangulacion https://t.co/x9IMbRalGH
1876,misinformation,"Well...this video sheds some new light on things. 

""Newly-obtained video shows United States Capitol Police officers speaking with several January 6 protestors—including Jacob Chansley, the so-called “Q shaman”—inside the Capitol that afternoon.""
  https://t.co/bunIOn8rwT"
1222,misinformation,"""CDC: As many people have died from Covid-19 vaccines as ALL vaccines in last 20 years COMBINED"" 

 https://t.co/XoMC5FfBy6"
